+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Leads                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Samurott-Hisui          |    1 |  12.50% | 100.00% |
| 1    | Hydreigon               |    1 |  12.50% | 100.00% |
| 1    | Aerodactyl              |    1 |  12.50% | 100.00% |
| 1    | Mamoswine               |    1 |  12.50% | 100.00% |
| 1    | Scolipede               |    1 |  12.50% |   0.00% |
| 1    | Clefable                |    1 |  12.50% |   0.00% |
| 1    | Archaludon              |    1 |  12.50% |   0.00% |
| 1    | Gliscor                 |    1 |  12.50% |   0.00% |
