+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Leads                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Glalie                  |    1 |  12.50% | 100.00% |
| 1    | Lunatone                |    1 |  12.50% | 100.00% |
| 1    | Persian                 |    1 |  12.50% | 100.00% |
| 1    | Illumise                |    1 |  12.50% | 100.00% |
| 1    | Simipour                |    1 |  12.50% |   0.00% |
| 1    | Pignite                 |    1 |  12.50% |   0.00% |
| 1    | Krokorok                |    1 |  12.50% |   0.00% |
| 1    | Kricketune              |    1 |  12.50% |   0.00% |
