+ ---- + ------------------ + ---- + ------- + ------- +
| Rank | Pokemon            | Use  | Usage % |  Win %  |
+ ---- + ------------------ + ---- + ------- + ------- +
| 1    | Mesprit            |   14 |  43.75% |  50.00% |
| 2    | Whiscash           |   10 |  31.25% |  70.00% |
| 2    | Skuntank           |   10 |  31.25% |  50.00% |
| 4    | Passimian          |    9 |  28.12% |  55.56% |
| 5    | Toxicroak          |    8 |  25.00% |  62.50% |
| 6    | Venusaur           |    7 |  21.88% |  71.43% |
| 6    | Eelektross         |    7 |  21.88% |  42.86% |
| 6    | Whimsicott         |    7 |  21.88% |  28.57% |
| 9    | Pyroar             |    6 |  18.75% |  83.33% |
| 9    | Cryogonal          |    6 |  18.75% |  66.67% |
| 11   | Spiritomb          |    5 |  15.62% |  60.00% |
| 11   | Froslass           |    5 |  15.62% |  60.00% |
| 11   | Clawitzer          |    5 |  15.62% |  60.00% |
| 11   | Hitmontop          |    5 |  15.62% |  40.00% |
| 11   | Camerupt           |    5 |  15.62% |  40.00% |
| 16   | Sandaconda         |    4 |  12.50% |  75.00% |
| 16   | Sableye            |    4 |  12.50% |  50.00% |
| 16   | Jolteon            |    4 |  12.50% |  25.00% |
| 16   | Sandslash          |    4 |  12.50% |  25.00% |
| 20   | Regirock           |    3 |   9.38% |  66.67% |
| 20   | Abomasnow          |    3 |   9.38% |  66.67% |
| 20   | Weezing            |    3 |   9.38% |  33.33% |
| 23   | Carbink            |    2 |   6.25% | 100.00% |
| 23   | Articuno           |    2 |   6.25% | 100.00% |
| 23   | Swanna             |    2 |   6.25% |  50.00% |
| 23   | Naclstack          |    2 |   6.25% |  50.00% |
| 23   | Tinkatuff          |    2 |   6.25% |  50.00% |
| 23   | Beartic            |    2 |   6.25% |  50.00% |
| 23   | Dusknoir           |    2 |   6.25% |  50.00% |
| 23   | Appletun           |    2 |   6.25% |  50.00% |
| 23   | Typhlosion         |    2 |   6.25% |  50.00% |
| 23   | Hattrem            |    2 |   6.25% |  50.00% |
| 23   | Toedscruel         |    2 |   6.25% |  50.00% |
| 23   | Crabominable       |    2 |   6.25% |  50.00% |
| 23   | Drifblim           |    2 |   6.25% |   0.00% |
| 23   | Sceptile           |    2 |   6.25% |   0.00% |
| 23   | Lycanroc           |    2 |   6.25% |   0.00% |
| 23   | Basculin           |    2 |   6.25% |   0.00% |
| 39   | Arboliva           |    1 |   3.12% | 100.00% |
| 39   | Bastiodon          |    1 |   3.12% | 100.00% |
| 39   | Malamar            |    1 |   3.12% | 100.00% |
| 39   | Greedent           |    1 |   3.12% | 100.00% |
| 39   | Orthworm           |    1 |   3.12% | 100.00% |
| 39   | Exeggutor-Alola    |    1 |   3.12% | 100.00% |
| 39   | Ursaring           |    1 |   3.12% | 100.00% |
| 39   | Magmortar          |    1 |   3.12% | 100.00% |
| 39   | Primeape           |    1 |   3.12% | 100.00% |
| 39   | Torkoal            |    1 |   3.12% |   0.00% |
| 39   | Mabosstiff         |    1 |   3.12% |   0.00% |
| 39   | Sneasel            |    1 |   3.12% |   0.00% |
| 39   | Magneton           |    1 |   3.12% |   0.00% |
| 39   | Lapras             |    1 |   3.12% |   0.00% |
| 39   | Morpeko            |    1 |   3.12% |   0.00% |
| 39   | Mismagius          |    1 |   3.12% |   0.00% |
| 39   | Indeedee-F         |    1 |   3.12% |   0.00% |
| 39   | Raichu-Alola       |    1 |   3.12% |   0.00% |
| 39   | Piloswine          |    1 |   3.12% |   0.00% |
| 39   | Dodrio             |    1 |   3.12% |   0.00% |
| 39   | Minior-Indigo      |    1 |   3.12% |   0.00% |
| 39   | Brute Bonnet       |    1 |   3.12% |   0.00% |
| 39   | Vikavolt           |    1 |   3.12% |   0.00% |
| 39   | Samurott           |    1 |   3.12% |   0.00% |
| 39   | Sneasel-Hisui      |    1 |   3.12% |   0.00% |
| 39   | Dugtrio-Alola      |    1 |   3.12% |   0.00% |
