+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Leads                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Gigalith                |    1 |  12.50% | 100.00% |
| 1    | Regirock                |    1 |  12.50% | 100.00% |
| 1    | Sandslash               |    1 |  12.50% | 100.00% |
| 1    | Centiskorch             |    1 |  12.50% | 100.00% |
| 1    | Wishiwashi              |    1 |  12.50% |   0.00% |
| 1    | Magneton                |    1 |  12.50% |   0.00% |
| 1    | Ferroseed               |    1 |  12.50% |   0.00% |
| 1    | Qwilfish                |    1 |  12.50% |   0.00% |
