+ ---- + ------------------ + ---- + ------- + ------- +
| Rank | Pokemon            | Use  | Usage % |  Win %  |
+ ---- + ------------------ + ---- + ------- + ------- +
| 1    | Ho-Oh              |    2 | 100.00% |  50.00% |
| 1    | Necrozma-Dusk-Mane |    2 | 100.00% |  50.00% |
| 1    | Yveltal            |    2 | 100.00% |  50.00% |
| 1    | Kyogre             |    2 | 100.00% |  50.00% |
| 5    | Marshadow          |    1 |  50.00% | 100.00% |
| 5    | Xerneas-*          |    1 |  50.00% | 100.00% |
| 5    | Eternatus          |    1 |  50.00% |   0.00% |
| 5    | Groudon            |    1 |  50.00% |   0.00% |
