+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Leads                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Froslass                |    1 |  12.50% | 100.00% |
| 1    | Aegislash               |    1 |  12.50% | 100.00% |
| 1    | Landorus-Therian        |    1 |  12.50% | 100.00% |
| 1    | Hydreigon               |    1 |  12.50% | 100.00% |
| 1    | Tapu Koko               |    1 |  12.50% |   0.00% |
| 1    | Darmanitan-Galar        |    1 |  12.50% |   0.00% |
| 1    | Hippowdon               |    1 |  12.50% |   0.00% |
| 1    | Mamoswine               |    1 |  12.50% |   0.00% |
