+ ---- + ------------------ + ---- + ------- + ------- +
| Rank | Pokemon            | Use  | Usage % |  Win %  |
+ ---- + ------------------ + ---- + ------- + ------- +
| 1    | Silvally           |   12 |  85.71% |  41.67% |
| 2    | Golem              |    7 |  50.00% |  42.86% |
| 3    | Purugly            |    5 |  35.71% |  40.00% |
| 4    | Electivire         |    4 |  28.57% |  50.00% |
| 4    | Raichu             |    4 |  28.57% |  50.00% |
| 6    | Simisage           |    3 |  21.43% |  66.67% |
| 6    | Muk                |    3 |  21.43% |  33.33% |
| 8    | Leafeon            |    2 |  14.29% | 100.00% |
| 8    | Lickilicky         |    2 |  14.29% | 100.00% |
| 8    | Dusclops           |    2 |  14.29% | 100.00% |
| 8    | Swanna             |    2 |  14.29% | 100.00% |
| 8    | Bouffalant         |    2 |  14.29% | 100.00% |
| 8    | Kadabra            |    2 |  14.29% | 100.00% |
| 8    | Torterra           |    2 |  14.29% |  50.00% |
| 8    | Crustle            |    2 |  14.29% |  50.00% |
| 8    | Rotom-Fan          |    2 |  14.29% |   0.00% |
| 17   | Combusken          |    1 |   7.14% | 100.00% |
| 17   | Mawile             |    1 |   7.14% | 100.00% |
| 17   | Sandslash          |    1 |   7.14% | 100.00% |
| 17   | Ditto              |    1 |   7.14% | 100.00% |
| 17   | Pyukumuku          |    1 |   7.14% | 100.00% |
| 17   | Hippopotas         |    1 |   7.14% | 100.00% |
| 17   | Altaria            |    1 |   7.14% | 100.00% |
| 17   | Monferno           |    1 |   7.14% | 100.00% |
| 17   | Komala             |    1 |   7.14% | 100.00% |
| 17   | Pawniard           |    1 |   7.14% | 100.00% |
| 17   | Grimer-Alola       |    1 |   7.14% | 100.00% |
| 17   | Rapidash           |    1 |   7.14% |   0.00% |
| 17   | Wishiwashi         |    1 |   7.14% |   0.00% |
| 17   | Furfrou            |    1 |   7.14% |   0.00% |
| 17   | Trevenant          |    1 |   7.14% |   0.00% |
| 17   | Glaceon            |    1 |   7.14% |   0.00% |
| -    | Gourgeist-*        |    1 |   7.14% |   0.00% |
| 17   | Gourgeist-Small    |    1 |   7.14% |   0.00% |
| 17   | Lycanroc-Midnight  |    1 |   7.14% |   0.00% |
| 17   | Simisear           |    1 |   7.14% |   0.00% |
| 17   | Bibarel            |    1 |   7.14% |   0.00% |
| 17   | Beheeyem           |    1 |   7.14% |   0.00% |
| 17   | Granbull           |    1 |   7.14% |   0.00% |
| 17   | Dugtrio            |    1 |   7.14% |   0.00% |
| 17   | Electrode          |    1 |   7.14% |   0.00% |
| 17   | Servine            |    1 |   7.14% |   0.00% |
| 17   | Huntail            |    1 |   7.14% |   0.00% |
| 17   | Mr. Mime           |    1 |   7.14% |   0.00% |
| 17   | Floatzel           |    1 |   7.14% |   0.00% |
