+ ---- + ------------------ + ---- + ------- + ------- +
| Rank | Pokemon            | Use  | Usage % |  Win %  |
+ ---- + ------------------ + ---- + ------- + ------- +
| 1    | Rapidash           |    6 |  37.50% |  50.00% |
| 2    | Liepard            |    5 |  31.25% |  60.00% |
| 2    | Articuno           |    5 |  31.25% |  40.00% |
| 2    | Silvally           |    5 |  31.25% |   0.00% |
| 5    | Alcremie           |    4 |  25.00% |  50.00% |
| 5    | Uxie               |    4 |  25.00% |  50.00% |
| 5    | Ivysaur            |    4 |  25.00% |  50.00% |
| 5    | Shiftry            |    4 |  25.00% |  50.00% |
| 5    | Rhydon             |    4 |  25.00% |  25.00% |
| 10   | Throh              |    3 |  18.75% |  66.67% |
| 10   | Stunfisk           |    3 |  18.75% |  66.67% |
| 10   | Carracosta         |    3 |  18.75% |  66.67% |
| 10   | Thwackey           |    3 |  18.75% |  33.33% |
| 10   | Miltank            |    3 |  18.75% |  33.33% |
| 15   | Qwilfish           |    2 |  12.50% | 100.00% |
| 15   | Altaria            |    2 |  12.50% | 100.00% |
| -    | Gourgeist-*        |    2 |  12.50% | 100.00% |
| 15   | Coalossal          |    2 |  12.50% |  50.00% |
| 15   | Skuntank           |    2 |  12.50% |  50.00% |
| 15   | Klinklang          |    2 |  12.50% |  50.00% |
| 15   | Persian-Alola      |    2 |  12.50% |  50.00% |
| 15   | Bouffalant         |    2 |  12.50% |  50.00% |
| 15   | Palossand          |    2 |  12.50% |  50.00% |
| 15   | Mareanie           |    2 |  12.50% |   0.00% |
| 15   | Rapidash-Galar     |    2 |  12.50% |   0.00% |
| 25   | Sableye            |    1 |   6.25% | 100.00% |
| 25   | Tangela            |    1 |   6.25% | 100.00% |
| 25   | Accelgor           |    1 |   6.25% | 100.00% |
| 25   | Raichu             |    1 |   6.25% | 100.00% |
| 25   | Gourgeist-Super    |    1 |   6.25% | 100.00% |
| 25   | Rotom              |    1 |   6.25% | 100.00% |
| 25   | Beheeyem           |    1 |   6.25% | 100.00% |
| 25   | Hakamo-o           |    1 |   6.25% | 100.00% |
| 25   | Shedinja           |    1 |   6.25% | 100.00% |
| 25   | Stunfisk-Galar     |    1 |   6.25% | 100.00% |
| 25   | Thievul            |    1 |   6.25% | 100.00% |
| 25   | Cryogonal          |    1 |   6.25% | 100.00% |
| 25   | Gourgeist-Small    |    1 |   6.25% | 100.00% |
| 25   | Kadabra            |    1 |   6.25% |   0.00% |
| 25   | Lilligant          |    1 |   6.25% |   0.00% |
| 25   | Exeggutor          |    1 |   6.25% |   0.00% |
| 25   | Shiinotic          |    1 |   6.25% |   0.00% |
| 25   | Kabutops           |    1 |   6.25% |   0.00% |
| 25   | Marowak            |    1 |   6.25% |   0.00% |
| 25   | Cofagrigus         |    1 |   6.25% |   0.00% |
