+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Leads                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Walrein                 |    1 |  12.50% | 100.00% |
| 1    | Mienfoo                 |    1 |  12.50% | 100.00% |
| 1    | Staryu                  |    1 |  12.50% | 100.00% |
| 1    | Emolga                  |    1 |  12.50% | 100.00% |
| 1    | Grumpig                 |    1 |  12.50% |   0.00% |
| 1    | Shelmet                 |    1 |  12.50% |   0.00% |
| 1    | Arbok                   |    1 |  12.50% |   0.00% |
| 1    | Bibarel                 |    1 |  12.50% |   0.00% |
