+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Leads                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Rhyperior               |    1 |  12.50% | 100.00% |
| 1    | Aerodactyl              |    1 |  12.50% | 100.00% |
| 1    | Gardevoir               |    1 |  12.50% | 100.00% |
| 1    | Metagross               |    1 |  12.50% | 100.00% |
| 1    | Vileplume               |    1 |  12.50% |   0.00% |
| 1    | Arctovish               |    1 |  12.50% |   0.00% |
| 1    | Flygon                  |    1 |  12.50% |   0.00% |
| 1    | Politoed                |    1 |  12.50% |   0.00% |
